Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
8/31/2018,399642,80923,CO,Colorado Springs,El Paso,Colorado Springs,3739,296800,-0.001009761,-0.001009761,0.05585201,0.058274714,0.029835545,2018-06,2018-Q2,297400,-0.002017485,2018-05
8/31/2018,93258,80129,CO,Denver-Aurora-Lakewood,Douglas,Highlands Ranch,3740,452200,-0.000221092,0.00022119,0.049431423,0.079201474,0.047798445,2018-06,2018-Q2,452500,-0.000662983,2018-06
8/31/2018,70706,29801,SC,Augusta-Richmond County,Aiken,Aiken,3741,82500,0,0.016009852,0.150627615,0.054980019,0.018548167,2018-08,2018-Q3,82500,0,2018-08
8/31/2018,84475,60423,IL,Chicago-Naperville-Elgin,Will,Frankfort,3742,313200,-0.003499841,-0.012298959,0.012281836,0.039780018,-0.00025507,2006-10,2006-Q4,338200,-0.073920757,2005-08
8/31/2018,97765,94559,CA,Napa,Napa,Napa,3743,613300,-0.000814598,0.001796798,0.057231512,0.084560119,0.036826273,2018-06,2018-Q2,614000,-0.001140065,2018-06
8/31/2018,91698,77049,TX,Houston-The Woodlands-Sugar Land,Harris,Houston,3744,162900,0,-0.000613497,0.071005917,0.066977248,0.025611911,2018-05,2018-Q2,163000,-0.000613497,2018-04
8/31/2018,78924,48042,MI,Detroit-Warren-Dearborn,Macomb,Macomb,3745,295300,-0.004047218,-0.000676819,0.050515831,0.064737135,0.038138631,2018-06,2018-Q2,297100,-0.006058566,2018-05
8/31/2018,67613,23238,VA,Richmond,Henrico,Henrico,3746,296000,-0.001012487,-0.003031324,0.030999652,0.040591282,0.010515912,2018-05,2018-Q2,296900,-0.003031324,2018-04
8/31/2018,97799,94596,CA,San Francisco-Oakland-Hayward,Contra Costa,Walnut Creek,3747,1024300,-0.000195217,0.002152431,0.031624534,0.054117124,0.042181845,2018-06,2018-Q2,1025000,-0.000682927,2018-06
8/31/2018,74512,37849,TN,Knoxville,Knox,Powell,3748,173500,-0.00115141,0.003470214,0.064417178,0.046787083,0.017037509,2018-07,2018-Q3,173700,-0.00115141,2018-06
8/31/2018,78021,46202,IN,Indianapolis-Carmel-Anderson,Marion,Indianapolis,3749,229000,-0.001743679,-0.005212858,0.099903939,0.129078609,0.038073076,2018-05,2018-Q2,230200,-0.005212858,2018-04
8/31/2018,63941,15210,PA,Pittsburgh,Allegheny,Pittsburgh,3750,51600,0,0.019762846,0.222748815,0.088073339,0.033185187,2018-08,2018-Q3,51600,0,2018-08
8/31/2018,71439,31093,GA,Warner Robins,Houston,Warner Robins,3751,71600,0.001398601,0.021398003,0.177631579,0.045931876,-0.006727469,2007-08,2007-Q3,79800,-0.102756892,2004-11
8/31/2018,92335,78239,TX,San Antonio-New Braunfels,Bexar,Windcrest,3752,150300,-0.001992032,0.002668446,0.02244898,0.063648131,0.027310458,2018-07,2018-Q3,150600,-0.001992032,2018-06
8/31/2018,79138,48328,MI,Detroit-Warren-Dearborn,Oakland,Waterford,3753,151100,-0.002640264,-0.001981506,0.040633609,0.107273762,0.023447968,2005-02,2005-Q1,160200,-0.056803995,2002-09
8/31/2018,67191,22206,VA,Washington-Arlington-Alexandria,Arlington,Arlington,3754,427700,0.001170412,0.000233863,0.024676569,0.016390916,0.010361061,2006-01,2006-Q1,436200,-0.019486474,2005-09
8/31/2018,81087,52732,IA,Clinton,Clinton,Clinton,3755,84600,-0.001180638,-0.010526316,-0.030927835,0.006254998,0.00361267,2017-12,2017-Q4,88900,-0.048368954,2017-01
8/31/2018,72211,32779,FL,Orlando-Kissimmee-Sanford,Seminole,Longwood,3756,334400,-0.003278689,0.011188388,0.062937063,0.058024621,0.011825257,2006-05,2006-Q2,386800,-0.135470527,2005-08
8/31/2018,66915,21601,MD,Easton,Talbot,Easton,3757,281100,-0.001775568,0.006084467,0.022925764,0.029704692,-0.000672938,2006-08,2006-Q3,334900,-0.160644969,2005-05
8/31/2018,79015,48150,MI,Detroit-Warren-Dearborn,Wayne,Livonia,3758,172600,-0.002312139,-0.003464203,0.033532934,0.072683876,0.025696217,2005-06,2005-Q2,178600,-0.033594625,2003-11
8/31/2018,91560,76710,TX,Waco,McLennan,Waco,3759,151600,0.000660066,0.002645503,0.104151493,0.077044143,0.038404559,2018-08,2018-Q3,151600,0,2018-08
8/31/2018,100195,99337,WA,Kennewick-Richland,Benton,Kennewick,3760,269000,0.002982849,0.012420023,0.082059533,0.092586959,0.047470522,2018-08,2018-Q3,269000,0,2018-08
8/31/2018,60405,6705,CT,New Haven-Milford,New Haven,Waterbury,3761,98200,-0.00203252,0.008213552,0.006147541,0.004751298,-0.031969139,2007-03,2007-Q1,151000,-0.349668874,2003-02
8/31/2018,74356,37388,TN,Tullahoma-Manchester,Coffee,Tullahoma,3762,126900,0.000788644,0.007942812,0.049627792,0.057671371,0.01875344,2018-08,2018-Q3,126900,0,2018-08
8/31/2018,79735,49418,MI,Grand Rapids-Wyoming,Kent,Grandville,3763,199400,-0.002501251,0.00605449,0.043432758,0.084798715,0.033197286,2018-06,2018-Q2,200000,-0.003,2018-06
8/31/2018,71808,32129,FL,Deltona-Daytona Beach-Ormond Beach,Volusia,Port Orange,3764,183900,-0.001086366,0.003273322,0.06300578,0.08949435,0.015424115,2006-08,2006-Q3,227700,-0.192358366,2005-06
8/31/2018,87423,67037,KS,Wichita,Sedgwick,Derby,3765,174600,-0.00057241,0.006340058,0.0228471,0.032218395,0.013161195,2018-07,2018-Q3,174700,-0.00057241,2018-07
8/31/2018,97155,93215,CA,Bakersfield,Kern,Delano,3766,206500,-0.003378378,0.00486618,0.045040486,0.08594969,0.021787765,2006-12,2006-Q4,235700,-0.123886296,2006-04
8/31/2018,81307,53227,WI,Milwaukee-Waukesha-West Allis,Milwaukee,West Allis,3767,150600,-0.002649007,-0.008558262,0.002663116,0.028572056,-0.006404222,2006-03,2006-Q1,171600,-0.122377622,2004-05
8/31/2018,84827,61109,IL,Rockford,Winnebago,Rockford,3768,99300,-0.00201005,0.01017294,0.102108768,0.057667816,-0.018575896,2007-07,2007-Q3,124400,-0.201768489,2004-07
8/31/2018,72357,33019,FL,Miami-Fort Lauderdale-West Palm Beach,Broward,Hollywood,3769,379700,-0.000789474,-0.003412073,0.018781862,0.061752521,0.023024138,2006-06,2006-Q2,443600,-0.144048693,2005-06
8/31/2018,78044,46229,IN,Indianapolis-Carmel-Anderson,Marion,Indianapolis,3770,117500,-0.003392706,0.003415884,0.053811659,0.084287274,0.003028565,2007-01,2007-Q1,119500,-0.016736402,2006-02
8/31/2018,73968,36609,AL,Mobile,Mobile,Mobile,3771,124700,-0.00399361,-0.007165605,0.031430935,0.038643303,-0.009159682,2007-09,2007-Q3,139000,-0.102877698,2006-06
8/31/2018,84030,59404,MT,Great Falls,Cascade,Great Falls,3772,214400,0,0,0.036750484,0.021359213,0.020922416,2018-04,2018-Q2,214500,-0.0004662,2018-04
8/31/2018,72652,33510,FL,Tampa-St. Petersburg-Clearwater,Hillsborough,Brandon,3773,190400,-0.001573152,0.003690037,0.076923077,0.120521749,0.017717971,2006-09,2006-Q3,207900,-0.084175084,2006-01
8/31/2018,72217,32789,FL,Orlando-Kissimmee-Sanford,Orange,Winter Park,3774,439300,-0.002271179,-0.005208333,0.050454328,0.097891578,0.027690833,2018-03,2018-Q1,445500,-0.013916947,2018-02
8/31/2018,91186,76012,TX,Dallas-Fort Worth-Arlington,Tarrant,Arlington,3775,228900,-0.000436681,0.013728964,0.099423631,0.087481452,0.045280493,2018-07,2018-Q3,229000,-0.000436681,2018-07
8/31/2018,82469,55811,MN,Duluth,Saint Louis,Duluth,3776,201000,-0.001986097,0.006509765,0.035548686,0.047678259,0.020281036,2018-07,2018-Q3,201400,-0.001986097,2018-06
8/31/2018,70757,29909,SC,Hilton Head Island-Bluffton-Beaufort,Beaufort,Okatie,3777,286200,-0.001395673,0.002803083,0.024704619,0.052810431,0.008518511,2007-04,2007-Q2,287100,-0.003134796,2007-02
8/31/2018,81968,54911,WI,Appleton,Outagamie,Appleton,3778,138500,-0.001441961,-0.000721501,0.058868502,0.040367651,0.015693269,2018-06,2018-Q2,138900,-0.00287977,2018-05
8/31/2018,72764,33701,FL,Tampa-St. Petersburg-Clearwater,Pinellas,Saint Petersburg,3779,429900,0.002565299,0,0.068605518,0.100366316,0.039808056,2018-08,2018-Q3,429900,0,2018-08
8/31/2018,84311,60048,IL,Chicago-Naperville-Elgin,Lake,Libertyville,3780,426400,-0.000468823,-0.010672854,0.022541966,0.029141264,0.001369205,2007-01,2007-Q1,464700,-0.082418765,2005-05
8/31/2018,96981,92663,CA,Los Angeles-Long Beach-Anaheim,Orange,Newport Beach,3781,1674000,0.000358551,-0.004933722,0.033652362,0.056385123,0.02896718,2018-02,2018-Q1,1715400,-0.024134313,2017-11
8/31/2018,67245,22405,VA,Washington-Arlington-Alexandria,Spotsylvania,Fredericksburg,3782,275600,-0.001449275,0.000726216,0.041572184,0.03757075,0.009911417,2006-01,2006-Q1,340000,-0.189411765,2004-12
8/31/2018,75215,39211,MS,Jackson,Hinds,Jackson,3783,161800,0.002478315,0.017610063,0.073656271,0.052665869,,2018-08,2018-Q3,161800,0,2018-08
8/31/2018,71628,31707,GA,Albany,Dougherty,Albany,3784,84300,0,-0.002366864,-0.028801843,-0.001905229,-0.018262735,2007-11,2007-Q4,109700,-0.231540565,2002-03
8/31/2018,69923,28401,NC,Wilmington,New Hanover,Wilmington,3785,139500,0.002875629,0.01380814,0.105388273,0.094428617,0.00503585,2018-08,2018-Q3,139500,0,2018-08
8/31/2018,62038,11228,NY,New York-Newark-Jersey City,Kings,New York,3786,905900,-0.002532482,-0.000331053,0.026748272,0.070300487,0.042279669,2018-06,2018-Q2,908800,-0.003191021,2018-05
8/31/2018,67323,22602,VA,Winchester,Frederick,Winchester,3787,240000,0.002087683,-0.015182602,0.050328228,0.039805774,0.00657275,2006-04,2006-Q2,302600,-0.206873761,2004-12
8/31/2018,62214,11735,NY,New York-Newark-Jersey City,Nassau,Farmingdale,3788,431800,-0.005069124,-0.00461042,0.057296768,0.054480279,0.011959316,2006-04,2006-Q2,439600,-0.017743403,2005-11
8/31/2018,97221,93305,CA,Bakersfield,Kern,Bakersfield,3789,144500,-0.004820937,0.004867872,0.050145349,0.081342575,0.005058225,2006-08,2006-Q3,221900,-0.348805768,2004-11
8/31/2018,71507,31322,GA,Savannah,Chatham,Pooler,3790,188400,0,-0.002646903,0.028384279,0.034714045,0.006194244,2007-04,2007-Q2,194200,-0.029866117,2006-07
8/31/2018,72210,32778,FL,Orlando-Kissimmee-Sanford,Lake,Tavares,3791,186400,0.001074114,0.008658009,0.106231454,0.085404551,0.014622402,2006-06,2006-Q2,211700,-0.119508739,2005-11
8/31/2018,82127,55126,MN,Minneapolis-St. Paul-Bloomington,Ramsey,Shoreview,3792,289200,-0.001725923,-0.00754976,0.049727768,0.053175675,0.021536662,2018-05,2018-Q2,291400,-0.00754976,2018-04
8/31/2018,96134,90302,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Inglewood,3793,537100,-0.000558243,0.005993632,0.184343991,0.133824253,0.042843819,2018-06,2018-Q2,538800,-0.00315516,2018-06
8/31/2018,94929,85353,AZ,Phoenix-Mesa-Scottsdale,Maricopa,Phoenix,3794,211600,0.000472813,0.008099095,0.068686869,0.085964193,0.018998101,2006-06,2006-Q2,262200,-0.192982456,2005-06
8/31/2018,77036,44136,OH,Cleveland-Elyria,Cuyahoga,Strongsville,3795,212400,-0.001879699,-0.000470588,0.040156709,0.03886305,0.016671964,2018-06,2018-Q2,213300,-0.004219409,2018-05
8/31/2018,92106,77802,TX,College Station-Bryan,Brazos,Bryan,3796,186500,-0.001071237,0.007019438,0.040736607,0.077681521,0.0368286,2018-07,2018-Q3,186700,-0.001071237,2018-06
8/31/2018,87883,68137,NE,Omaha-Council Bluffs,Douglas,Omaha,3797,167600,-0.000596303,0.006606607,0.053425519,0.045141154,0.028046707,2018-07,2018-Q3,167700,-0.000596303,2018-07
8/31/2018,63936,15205,PA,Pittsburgh,Allegheny,Pittsburgh,3798,128900,-0.000775194,-0.005401235,0.030375699,0.048824798,0.028973827,2018-05,2018-Q2,129600,-0.005401235,2018-03
8/31/2018,78051,46239,IN,Indianapolis-Carmel-Anderson,Marion,Indianapolis,3799,160200,-0.003111388,0.002503129,0.0831643,0.063416622,0.013641726,2018-06,2018-Q2,160800,-0.003731343,2018-06
8/31/2018,97800,94597,CA,San Francisco-Oakland-Hayward,Contra Costa,Walnut Creek,3800,850100,-0.00246421,-0.000940181,0.065555277,0.065709439,0.04725273,2018-07,2018-Q3,852200,-0.00246421,2018-03
8/31/2018,72523,33304,FL,Miami-Fort Lauderdale-West Palm Beach,Broward,Fort Lauderdale,3801,357600,0.001400168,0.00027972,0.065871833,0.082931708,0.021739599,2006-05,2006-Q2,420600,-0.14978602,2005-05
8/31/2018,96121,90274,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Palos Verdes Estates,3802,1773500,-5.63825E-05,-0.006275565,-0.000450882,0.048945481,0.031857644,2018-03,2018-Q1,1794300,-0.011592264,2018-02
8/31/2018,73357,35173,AL,Birmingham-Hoover,Jefferson,Trussville,3803,229700,0,-0.001304348,0.018625277,0.026543102,0.008862948,2018-03,2018-Q1,230600,-0.003902862,2018-02
8/31/2018,82267,55417,MN,Minneapolis-St. Paul-Bloomington,Hennepin,Minneapolis,3804,277000,-0.001441961,-0.000721501,0.070738307,0.069780359,0.025709399,2018-06,2018-Q2,278000,-0.003597122,2018-05
8/31/2018,58657,2143,MA,Boston-Cambridge-Newton,Middlesex,Somerville,3805,700800,-0.001709402,-0.004828174,0.080814312,0.103746555,0.069614641,2018-06,2018-Q2,704700,-0.00553427,2018-05
8/31/2018,96352,91321,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Santa Clarita,3806,499000,-0.000200361,-0.003992016,0.050084175,0.070787484,0.02888436,2006-07,2006-Q3,544000,-0.082720588,2005-09
8/31/2018,72905,33912,FL,Cape Coral-Fort Myers,Lee,Fort Myers,3807,269000,0.000371885,0.001116487,-0.000742942,0.04255729,0.016051887,2006-04,2006-Q2,362700,-0.258340226,2005-01
8/31/2018,88177,68801,NE,Grand Island,Hall,Grand Island,3808,123500,-0.000809061,-0.004834811,0.041315346,0.046571119,0.030357167,2018-05,2018-Q2,124100,-0.004834811,2018-04
8/31/2018,78052,46240,IN,Indianapolis-Carmel-Anderson,Marion,Indianapolis,3809,222300,-0.00044964,0,0.05907575,0.047459959,0.018647092,2018-06,2018-Q2,222500,-0.000898876,2018-05
8/31/2018,72642,33487,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach,Boca Raton,3810,417100,0.001200192,0.001440576,0.042228886,0.071061196,0.02666481,2006-06,2006-Q2,483600,-0.137510339,2005-07
8/31/2018,75112,39046,MS,Jackson,Madison,Canton,3811,128000,-0.00233827,-0.022900763,0.103448276,0.019883102,0.013896235,2016-01,2016-Q1,136700,-0.063643014,2015-07
8/31/2018,99951,98665,WA,Portland-Vancouver-Hillsboro,Clark,Hazel Dell North,3812,317200,-0.001259446,0.004751346,0.071621622,0.095181899,0.032109871,2018-07,2018-Q3,317600,-0.001259446,2018-06
8/31/2018,79004,48135,MI,Detroit-Warren-Dearborn,Wayne,Garden City,3813,118700,-0.003358522,0.001687764,0.164867517,0.143358888,0.011847941,2005-09,2005-Q3,144700,-0.179682101,2000-08
8/31/2018,97415,93704,CA,Fresno,Fresno,Fresno,3814,229500,-0.000870701,0.005256242,0.049382716,0.060862174,0.008487712,2006-02,2006-Q1,308300,-0.255595199,2004-08
8/31/2018,61003,8205,NJ,Atlantic City-Hammonton,Atlantic,Galloway,3815,157000,-0.002541296,0.007702182,0.012250161,-0.009998306,-0.035308581,2007-01,2007-Q1,261400,-0.399387911,2003-05
8/31/2018,67228,22310,VA,Washington-Arlington-Alexandria,Fairfax,Franconia,3816,458400,0.001529386,0.00218627,0.036869487,0.023590533,0.017593512,2006-02,2006-Q1,487500,-0.059692308,2005-07
8/31/2018,97586,94132,CA,San Francisco-Oakland-Hayward,San Francisco,San Francisco,3817,1264100,0.000633262,0.019353278,0.106142807,0.111887786,0.067320174,2018-08,2018-Q3,1264100,0,2018-08
8/31/2018,97938,95032,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara,Los Gatos,3818,1895700,0.00222046,0.008941402,0.142400868,0.099282632,0.066543292,2018-08,2018-Q3,1895700,0,2018-08
8/31/2018,97106,93035,CA,Oxnard-Thousand Oaks-Ventura,Ventura,Oxnard,3819,599300,0.000166889,0.008243607,0.062588652,0.068047118,0.019693637,2006-06,2006-Q2,679100,-0.117508467,2005-01
8/31/2018,81126,52804,IA,Davenport-Moline-Rock Island,Scott,Davenport,3820,117300,-0.000851789,0,0.035304501,0.026269448,0.012658137,2018-06,2018-Q2,117500,-0.001702128,2018-05
8/31/2018,60169,6118,CT,Hartford-West Hartford-East Hartford,Hartford,East Hartford,3821,163700,-0.004257908,0.002449479,0.032807571,0.014504339,-0.014079935,2007-04,2007-Q2,198800,-0.176559356,2004-08
8/31/2018,60388,6604,CT,Bridgeport-Stamford-Norwalk,Fairfield,Bridgeport,3822,142100,-0.001405481,0.012108262,0.107560405,0.017021608,-0.043763182,2007-01,2007-Q1,253600,-0.43966877,2002-01
8/31/2018,72668,33541,FL,Tampa-St. Petersburg-Clearwater,Pasco,Zephyrhills,3823,180000,-0.001109878,0.003904071,0.039861352,0.081127153,0.01325778,2006-08,2006-Q3,203400,-0.115044248,2005-07
8/31/2018,70054,28590,NC,Greenville,Pitt,Winterville,3824,153100,0.001308044,0,0.031671159,0.015972059,0.002040954,2004-07,2004-Q3,186200,-0.177765843,
8/31/2018,73122,34476,FL,Ocala,Marion,Ocala,3825,164300,0.001218769,0.003052503,0.067576348,0.059438868,-0.004453751,2006-08,2006-Q3,229500,-0.284095861,2005-03
8/31/2018,63947,15216,PA,Pittsburgh,Allegheny,Pittsburgh,3826,135900,-0.003665689,0.00592154,0.060062402,0.068544744,0.042109448,2018-07,2018-Q3,136400,-0.003665689,2018-06
8/31/2018,94000,82901,WY,Rock Springs,Sweetwater,Rock Springs,3827,222800,0.000898473,0.008144796,0.026728111,0.04243101,0.02729592,2016-09,2016-Q3,223400,-0.002685765,2016-07
8/31/2018,62129,11510,NY,New York-Newark-Jersey City,Nassau,Baldwin,3828,421300,-0.004018913,0.001902497,0.064695476,0.065345846,0.006212313,2006-09,2006-Q3,442100,-0.047048179,2005-09
8/31/2018,72902,33909,FL,Cape Coral-Fort Myers,Lee,Cape Coral,3829,186300,-0.000536481,0.005396654,0.047806524,0.103412314,0.031667735,2006-05,2006-Q2,237300,-0.214917826,2005-09
8/31/2018,96524,91791,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,West Covina,3830,609400,0,0.004284773,0.062412831,0.065684152,0.032226794,2018-08,2018-Q3,609400,0,2018-08
8/31/2018,58499,1821,MA,Boston-Cambridge-Newton,Middlesex,Billerica,3831,432700,-0.001845444,-0.000692841,0.044664413,0.059419378,0.030943023,2018-06,2018-Q2,434300,-0.003684089,2018-05
8/31/2018,93298,80222,CO,Denver-Aurora-Lakewood,Denver,Denver,3832,434800,-0.001148633,-0.002523515,0.054827754,0.108007997,0.065989162,2018-06,2018-Q2,436100,-0.002980968,2018-05
8/31/2018,65945,19468,PA,Philadelphia-Camden-Wilmington,Montgomery,Limerick,3833,254900,-0.002738654,-0.00468567,0.023283822,0.020222579,0.00454102,2006-11,2006-Q4,261100,-0.023745691,2006-03
8/31/2018,84115,59602,MT,Helena,Lewis and Clark,Helena,3834,276500,-0.000361533,0.001811594,0.035968528,0.029750858,0.029571428,2018-06,2018-Q2,276700,-0.000722804,2018-06
8/31/2018,99126,97212,OR,Portland-Vancouver-Hillsboro,Multnomah,Portland,3835,630900,-0.000791891,-0.011438421,-0.016677057,0.065037851,0.036083868,2017-02,2017-Q1,648700,-0.027439494,2016-09
8/31/2018,65908,19406,PA,Philadelphia-Camden-Wilmington,Montgomery,King of Prussia,3836,321500,-0.001552795,-0.006796416,0.071309563,0.046143773,0.012748188,2018-05,2018-Q2,323700,-0.006796416,2018-04
8/31/2018,76533,43119,OH,Columbus,Franklin,Columbus,3837,166900,-0.002390915,-0.000598802,0.063057325,0.067978232,0.0245768,2018-06,2018-Q2,167600,-0.004176611,2018-05
8/31/2018,97801,94598,CA,San Francisco-Oakland-Hayward,Contra Costa,Walnut Creek,3838,1040000,0,0.002602911,0.048810004,0.069663905,0.045889544,2018-08,2018-Q3,1040000,0,2018-08
8/31/2018,78244,46750,IN,Huntington,Huntington,Huntington,3839,90000,0.002227171,-0.004424779,0.057579318,0.030624138,0.003280648,2018-05,2018-Q2,90400,-0.004424779,2018-04
8/31/2018,82269,55419,MN,Minneapolis-St. Paul-Bloomington,Hennepin,Minneapolis,3840,379200,-0.001579779,-0.005507474,0.060699301,0.060269769,0.030791977,2018-05,2018-Q2,381300,-0.005507474,2018-05
8/31/2018,89457,72223,AR,Little Rock-North Little Rock-Conway,Pulaski,Little Rock,3841,328200,-0.000609013,0.004283966,0.018938218,0.016778435,0.006372558,2018-07,2018-Q3,328400,-0.000609013,2018-07
8/31/2018,90231,74017,OK,Tulsa,Rogers,Claremore,3842,126700,-0.000788644,-0.003147128,0.024252223,0.046341907,0.019141242,2018-06,2018-Q2,127100,-0.003147128,2018-04
8/31/2018,99677,98271,WA,Seattle-Tacoma-Bellevue,Snohomish,Marysville,3843,345500,-0.000578536,0.000579206,0.088531821,0.113089829,0.028160483,2018-06,2018-Q2,345900,-0.001156404,2018-06
8/31/2018,96913,92555,CA,Riverside-San Bernardino-Ontario,Riverside,Moreno Valley,3844,374800,-0.001332268,0.007797795,0.073617875,0.079646884,0.026978885,2006-11,2006-Q4,454100,-0.174631139,2005-04
8/31/2018,92355,78259,TX,San Antonio-New Braunfels,Bexar,San Antonio,3845,279700,-0.001071429,-0.000357398,0.047565543,0.049189552,0.032927068,2018-06,2018-Q2,280200,-0.00178444,2018-05
8/31/2018,92562,78624,TX,Fredericksburg,Gillespie,Fredericksburg,3846,288800,0.000693001,0.002777778,0.076808352,0.07305067,0.033513299,2018-08,2018-Q3,288800,0,2018-08
8/31/2018,86350,64111,MO,Kansas City,Jackson,Kansas City,3847,212900,-0.002810304,0.014775977,0.116998951,0.080143409,0.030533098,2018-07,2018-Q3,213500,-0.002810304,2018-07
8/31/2018,66263,20175,VA,Washington-Arlington-Alexandria,Loudoun,Leesburg,3848,489700,0.000817494,0.001636326,0.046367521,0.033676289,0.018828425,2006-03,2006-Q1,542000,-0.096494465,2005-02
8/31/2018,72710,33607,FL,Tampa-St. Petersburg-Clearwater,Hillsborough,Tampa,3849,177200,-0.001127396,0.007963595,0.152145644,0.197166882,0.032074436,2006-10,2006-Q4,178200,-0.005611672,2006-08
8/31/2018,94916,85340,AZ,Phoenix-Mesa-Scottsdale,Maricopa,Litchfield Park,3850,305200,0.000327761,0.007260726,0.060458652,0.062116409,0.018894548,2006-05,2006-Q2,388500,-0.214414414,2005-05
8/31/2018,74348,37379,TN,Chattanooga,Hamilton,Soddy-Daisy,3851,170500,0,0.007683215,0.055727554,0.046253912,0.02316687,2018-08,2018-Q3,170500,0,2018-08
8/31/2018,68716,25701,WV,Huntington-Ashland,Cabell,Huntington,3852,88800,-0.003367003,-0.002247191,0.007945516,0.015813457,0.006293556,2018-06,2018-Q2,89400,-0.006711409,2018-05
8/31/2018,87749,67801,KS,Dodge City,Ford,Dodge City,3853,108700,0.001843318,0.006481481,0.082669323,0.046991511,,2018-08,2018-Q3,108700,0,2018-08
8/31/2018,62090,11379,NY,New York-Newark-Jersey City,Queens,New York,3854,722200,-0.002072682,-0.000553557,0.014896009,0.067119514,0.036691578,2018-01,2018-Q1,727800,-0.007694422,2017-11
8/31/2018,99597,98146,WA,Seattle-Tacoma-Bellevue,King,Burien,3855,475500,0.000631313,0.005923419,0.062569832,0.13679266,0.042128102,2018-08,2018-Q3,475500,0,2018-08
8/31/2018,60432,6776,CT,Torrington,Litchfield,New Milford,3856,268200,-0.002232143,0.001119821,0.06937799,0.026573515,-0.014975744,2006-07,2006-Q3,347500,-0.228201439,2003-06
8/31/2018,67822,23834,VA,Richmond,Colonial Heights City,Colonial Heights,3857,169400,0,0.004149378,0.014371257,0.042716577,-0.003891651,2007-08,2007-Q3,184900,-0.083829097,2006-08
8/31/2018,70397,29316,SC,Spartanburg,Spartanburg,Boiling Springs,3858,149600,-0.001335113,0.004026846,0.047619048,0.03875321,0.017074637,2018-07,2018-Q3,149800,-0.001335113,2018-06
8/31/2018,92836,79107,TX,Amarillo,Potter,Amarillo,3859,62400,0,-0.004784689,0.004830918,0.01684449,0.007687045,2018-04,2018-Q2,62800,-0.006369427,2018-03
8/31/2018,96169,90601,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Whittier,3860,565300,0,0.004799147,0.067006418,0.077368371,0.030124448,2018-08,2018-Q3,565300,0,2018-08
8/31/2018,59698,4901,ME,Augusta-Waterville,Kennebec,Waterville,3861,130600,0.000766284,-0.001529052,0.098402019,0.042340689,0.027956678,2018-04,2018-Q2,131000,-0.003053435,2018-03
8/31/2018,79572,49085,MI,Niles-Benton Harbor,Berrien,Saint Joseph,3862,184100,-0.001626898,0.00436443,0.011538462,0.049208371,0.015644346,2018-07,2018-Q3,184400,-0.001626898,2018-06
8/31/2018,63383,14043,NY,Buffalo-Cheektowaga-Niagara Falls,Erie,Depew,3863,141100,0,0.007857143,0.058514629,0.04615907,0.028435314,2018-08,2018-Q3,141100,0,2018-08
8/31/2018,72388,33056,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade,Miami Gardens,3864,236300,0.000847099,0.008536065,0.107310216,0.184296679,0.019738102,2007-08,2007-Q3,244700,-0.034327748,2006-12
8/31/2018,64992,17257,PA,Harrisburg-Carlisle,Cumberland,Southampton,3865,171500,0,-0.006373117,0.035628019,0.023731936,0.003745194,2007-08,2007-Q3,174700,-0.018317115,2007-04
8/31/2018,85080,61615,IL,Peoria,Peoria,Peoria,3866,158100,0,-0.00440806,-0.005034613,-0.003502713,-0.004621176,2007-04,2007-Q2,169300,-0.066154755,2005-04
8/31/2018,97578,94124,CA,San Francisco-Oakland-Hayward,San Francisco,San Francisco,3867,896200,-0.001782134,0.006853163,0.076516517,0.124540632,0.055857123,2018-06,2018-Q2,898600,-0.002670821,2018-06
8/31/2018,72796,33755,FL,Tampa-St. Petersburg-Clearwater,Pinellas,Clearwater,3868,192000,0.001564945,0.003659174,0.084745763,0.13914008,0.032196863,2006-07,2006-Q3,196800,-0.024390244,2006-03
8/31/2018,94285,83713,ID,Boise City,Ada,Boise,3869,257300,-0.003871467,0.011399371,0.087029996,0.076196164,0.0220798,2018-07,2018-Q3,258300,-0.003871467,2018-06
8/31/2018,84385,60134,IL,Chicago-Naperville-Elgin,Kane,Geneva,3870,336600,-0.001483239,-0.007665094,0.045666356,0.030431359,0.004302781,2006-12,2006-Q4,357400,-0.058198097,2005-06
8/31/2018,99011,97005,OR,Portland-Vancouver-Hillsboro,Washington,Beaverton,3871,350600,-0.001424096,-0.000854944,0.04781829,0.10499612,0.040640702,2018-06,2018-Q2,351400,-0.002276608,2018-05
8/31/2018,58969,2891,RI,Providence-Warwick,Washington,Westerly,3872,325300,0.000307503,0.008682171,0.049016446,0.037009689,0.003321416,2005-09,2005-Q3,360600,-0.097892402,2004-10
8/31/2018,66496,20603,MD,Washington-Arlington-Alexandria,Charles,Waldorf,3873,319900,-0.001872075,0.001565435,0.048852459,0.045329308,-0.003585654,2007-02,2007-Q1,396900,-0.194003527,2004-11
